field_id,year,yield_t_ha,harvested_weight_t,completed_area_ha,completed_date,humidity,protein_content,oil_content,operation_id,crop_id,variety,till_type,sowing_date,harvesting_date,standard_name,field_name,field_tillable_area,field_calculated_area,lat,long,cropwise_t_ha,target_yield_t_ha,target_source,prev_crop_id,prev_standard_name,rotation_pair,years_since_sunflower,years_since_wheat,asof_tag,sowing_known_asof,sowing_doy,days_after_sowing_asof,ndvi_n_obs_asof,ndvi_mean_asof,ndvi_max_asof,ndvi_min_asof,ndvi_std_asof,ndvi_p25_asof,ndvi_p75_asof,ndvi_last_value_asof,ndvi_last_doy_asof,ndvi_peak_doy_asof,ndvi_amplitude_asof,ndvi_slope_asof,ndvi_integral_asof,ndvi_last30d_mean_asof,ndvi_above_05_days_asof,cw_temp_n_obs_asof,cw_temp_mean_asof,cw_temp_max_asof,cw_temp_min_asof,cw_temp_std_asof,cw_temp_p25_asof,cw_temp_p75_asof,cw_temp_last_value_asof,cw_temp_last_doy_asof,cw_temp_peak_doy_asof,cw_temp_amplitude_asof,cw_temp_slope_asof,cw_temp_integral_asof,cw_temp_last30d_mean_asof,cw_sm_n_obs_asof,cw_sm_mean_asof,cw_sm_max_asof,cw_sm_min_asof,cw_sm_std_asof,cw_sm_p25_asof,cw_sm_p75_asof,cw_sm_last_value_asof,cw_sm_last_doy_asof,cw_sm_peak_doy_asof,cw_sm_amplitude_asof,cw_sm_slope_asof,cw_sm_integral_asof,cw_sm_last30d_mean_asof,gdd_to_asof,heat_days_ge30_to_asof,cold_days_le0_to_asof,field_soil_pH,field_soil_OM,field_soil_N,field_soil_P,field_soil_K,field_soil_Mg,field_soil_S,field_soil_Zn,s2_ndvi_mean,s2_ndre_mean,s2_evi_mean,s2_gcvi_mean,s2_cloud_cover,s2_pixels_10m,s2_pixels_20m,s2_ndre_minus_ndvi,s2_evi_minus_ndvi
263,2022,2.1305,8.522,4.0,2022-09-29,0.0,0.0,0.0,8757,40.0,LG 54.63CL,,2022-05-12,2022-09-29,sunflower,Лесополосы (2 речка лев),4.0,4.61296,50.42865087811576,82.49214467928891,2.0785,2.1305,v26_harvest_op,43.0,wheat_spring,wheat_spring->sunflower,,1.0,08_01,1,132.0,81.0,58,0.4711206896551724,0.728,0.123,0.1907765507879803,0.291,0.661,0.527,212.0,184.0,0.605,0.0056956093549965,50.66349999999999,0.6490714285714284,30,130,11.073846153846151,44.7,-23.8,21.628848448475026,-10.775,29.7125,33.45,209.0,137.0,68.5,0.3052100684244058,2151.8999999999996,28.15,212,0.4410165094339623,0.8995,0.0,0.2748111160262436,0.12525,0.65325,0.5575,213.0,112.0,0.8995,0.0034886315887325,93.37475,0.6426935483870969,1668.7000000000005,32,55,,,,,,,,,0.5607627630233765,0.4122980237007141,0.6291018128395081,1.937880039215088,9.3e-05,461.0,110.0,-0.14846473932266235,0.06833904981613159
263,2023,1.15425,4.617,4.0,2023-08-21,0.0,0.0,0.0,12843,43.0,Гранни,,2023-05-02,2023-08-21,wheat_spring,Лесополосы (2 речка лев),4.0,4.61296,50.42865087811576,82.49214467928891,1.6514,1.15425,v26_harvest_op,40.0,sunflower,sunflower->wheat_spring,1.0,2.0,08_01,1,122.0,91.0,58,0.4370862068965517,0.589,0.164,0.1308213159477537,0.34025,0.55325,0.548,213.0,199.0,0.4249999999999999,0.0043719088822022,42.655,0.5657894736842105,21,125,17.203599999999998,47.9,-28.25,22.166187923050728,-1.6,36.95,29.75,213.0,157.0,76.15,0.3614401264229999,2842.3,35.63809523809524,213,0.4572535211267605,0.8545,0.038,0.2227492412095553,0.2635,0.617,0.674,213.0,115.0,0.8165,0.0025346524571516,97.00175,0.586758064516129,2558.25,59,36,,,,,,,,,0.3458254337310791,0.2743701636791229,0.3692685961723327,1.035009264945984,8.8e-05,461.0,110.0,-0.07145527005195618,0.023443162441253607
263,2024,2.317,9.268,4.0,2024-08-24,0.0,0.0,0.0,30113,24.0,,,2024-05-24,2024-08-24,pea,Лесополосы (2 речка лев),4.0,4.61296,50.42865087811576,82.49214467928891,2.4226,2.317,v26_harvest_op,43.0,wheat_spring,wheat_spring->pea,2.0,1.0,08_01,1,145.0,69.0,56,0.5579107142857144,0.8,0.21,0.2227287168592669,0.33475,0.75525,0.714,214.0,195.0,0.5900000000000001,0.0065042987924602,58.497499999999995,0.7680625000000001,34,119,10.516806722689076,40.4,-28.4,20.60023790075459,-9.325,28.55,29.95,214.0,131.0,68.8,0.286034400594763,1955.8500000000004,25.84473684210526,214,0.5500443925233645,0.9675,0.041,0.2916126193398973,0.262125,0.8035,0.698,214.0,101.0,0.9265,0.0038316694778538,117.12925,0.8096612903225806,1574.9499999999998,22,44,,,,,,,,,0.6390290856361389,0.4820472300052643,0.8524290919303894,2.4967329502105713,6.2e-05,461.0,110.0,-0.15698185563087463,0.2134000062942505
263,2025,1.53,6.12,4.0,2025-09-22,0.0,0.0,0.0,35589,3.0,,,2025-05-23,2025-09-22,barley_spring,Лесополосы (2 речка лев),4.0,4.61296,50.42865087811576,82.49214467928891,3.987,1.53,v26_harvest_op,24.0,pea,pea->barley_spring,3.0,2.0,08_01,1,143.0,70.0,68,0.5124558823529413,0.758,0.176,0.1962918320963734,0.31675,0.6992499999999999,0.509,213.0,191.0,0.5820000000000001,0.0051447939559031,57.4035,0.6602222222222223,39,108,9.064814814814817,38.2,-23.05,20.077251567912924,-9.7375,29.1875,24.6,177.0,138.0,61.25,0.3743458345677061,1200.1500000000003,,211,0.5195687203791469,0.9575,0.003,0.2970777042107348,0.183,0.77525,0.621,213.0,99.0,0.9545,0.0038449593943367,110.29775,0.780274193548387,1502.9499999999998,23,46,6.7,4.02,,173.06,477.55357,420.0,11.84,4.1,0.5541383028030396,0.4208897352218628,0.6303433179855347,2.0563807487487793,2.6e-05,461.0,110.0,-0.13324856758117676,0.07620501518249512
264,2021,3.725,14.9,4.0,2021-09-09,0.0,0.0,0.0,7313,43.0,Дарья,,2021-05-13,2021-09-09,wheat_spring,Лесополосы (2 речка пр),4.0,3.87861,50.428059371315506,82.49174790293665,3.6148,3.725,v26_harvest_op,,missing,missing->wheat_spring,,,08_01,1,133.0,80.0,57,0.5466315789473684,0.772,0.186,0.2057408207394915,0.386,0.752,0.687,213.0,187.0,0.5860000000000001,0.006450867865876,56.912499999999994,0.7480588235294118,34,114,12.129385964912284,45.95,-34.4,22.31637724816934,-7.7125,30.025,29.0,213.0,147.0,80.35,0.3091226554578779,2107.025,26.11904761904762,213,0.4280070422535211,0.931,0.0,0.2896118273030073,0.0985,0.651,0.5740000000000001,213.0,193.0,0.931,0.0040411284494127,90.82049999999998,0.683983870967742,1957.4,29,36,,,,,,,,,0.7921978235244751,0.5782561898231506,0.5834989547729492,4.4092559814453125,0.014259,385.0,99.0,-0.21394163370132446,-0.20869886875152588
264,2022,4.337,17.348,4.0,2022-09-29,0.0,0.0,0.0,8758,40.0,,,2022-05-12,2022-09-29,sunflower,Лесополосы (2 речка пр),4.0,3.87861,50.428059371315506,82.49174790293665,2.0921,4.337,v26_harvest_op,43.0,wheat_spring,wheat_spring->sunflower,,1.0,08_01,1,132.0,81.0,58,0.4756206896551724,0.734,0.114,0.1929947138445459,0.2925,0.678,0.53,212.0,184.0,0.62,0.0057578034966328,51.0685,0.6527857142857142,30,130,11.07923076923077,44.7,-23.8,21.62875826356355,-10.775,29.762500000000003,33.45,209.0,137.0,68.5,0.3052511488859075,2152.425,28.176190476190477,212,0.4410306603773585,0.8995,0.0,0.2748121103479676,0.12525,0.65325,0.5575,213.0,112.0,0.8995,0.0034889466967939,93.37775,0.6427903225806453,1669.1,32,55,,,,,,,,,0.5445371270179749,0.3979919850826263,0.6034460067749023,1.810525894165039,9.3e-05,385.0,99.0,-0.14654514193534857,0.05890887975692749
264,2023,3.37975,13.519,4.0,2023-08-21,0.0,0.0,0.0,12844,43.0,Гранни,,2023-05-02,2023-08-21,wheat_spring,Лесополосы (2 речка пр),4.0,3.87861,50.428059371315506,82.49174790293665,1.9739,3.37975,v26_harvest_op,40.0,sunflower,sunflower->wheat_spring,1.0,2.0,08_01,1,122.0,91.0,58,0.4352241379310345,0.55,0.171,0.1149631189891137,0.379,0.5185,0.474,213.0,192.0,0.379,0.0032407771153398,42.527,0.5061052631578947,25,125,17.203200000000002,47.85,-28.25,22.16081112594934,-1.6,36.95,29.75,213.0,157.0,76.1,0.3613821791408184,2842.2500000000005,35.63809523809523,213,0.4572605633802817,0.8540000000000001,0.038,0.2227534141493134,0.2635,0.617,0.6735,213.0,115.0,0.8160000000000001,0.0025348095449792,97.0035,0.586774193548387,2558.0,59,36,,,,,,,,,0.3367975950241089,0.273410826921463,0.3456057012081146,0.9871371388435364,8.8e-05,385.0,99.0,-0.06338676810264587,0.008808106184005737
264,2024,0.25,1.0,4.0,2024-08-24,0.0,0.0,0.0,30114,24.0,,,2024-05-24,2024-08-24,pea,Лесополосы (2 речка пр),4.0,3.87861,50.428059371315506,82.49174790293665,2.462,0.25,v26_harvest_op,43.0,wheat_spring,wheat_spring->pea,2.0,1.0,08_01,1,145.0,69.0,56,0.5703571428571429,0.811,0.215,0.2274198782437634,0.32325,0.77375,0.709,214.0,193.0,0.5960000000000001,0.0065426835853131,59.858,0.77425,34,119,10.517226890756303,40.35,-28.4,20.590352677948527,-9.3,28.55,30.0,214.0,131.0,68.75,0.2858773486181801,1955.55,25.83947368421052,214,0.5500303738317758,0.9675,0.041,0.2916300590939658,0.262125,0.8035,0.698,214.0,101.0,0.9265,0.0038319039645392,117.12625,0.8096774193548387,1574.4500000000005,23,44,,,,,,,,,,,,,,,,,
264,2025,1.53,6.12,4.0,2025-09-22,0.0,0.0,0.0,35590,3.0,,,2025-05-23,2025-09-22,barley_spring,Лесополосы (2 речка пр),4.0,3.87861,50.428059371315506,82.49174790293665,3.2826,1.53,v26_harvest_op,24.0,pea,pea->barley_spring,3.0,2.0,08_01,1,143.0,70.0,68,0.5249411764705882,0.765,0.174,0.1888760005893176,0.35925,0.7082499999999999,0.615,213.0,191.0,0.591,0.0054344544966727,58.448,0.7075,38,108,9.062037037037038,38.15,-23.05,20.065827859879892,-9.7375,29.1875,24.6,177.0,142.0,61.2,0.3741119410708081,1199.4,,211,0.5195710900473933,0.9575,0.003,0.2970785671181815,0.183,0.77525,0.621,213.0,99.0,0.9545,0.0038450436383036,110.29825,0.7802580645161291,1502.35,23,46,6.6,3.94,,211.5,521.60302,420.0,21.42,3.78,0.5660715699195862,0.43035888671875,0.639470100402832,2.117551565170288,2.6e-05,385.0,99.0,-0.13571268320083618,0.07339853048324585
265,2021,3.063,6.126,2.0,2021-09-06,0.0,0.0,0.0,7314,43.0,Дарья,,2021-05-12,2021-09-06,wheat_spring,Лесополосы (Грязнушка),2.0,1.69254,50.451586884914875,82.38942212185985,3.9731,3.063,v26_harvest_op,,missing,missing->wheat_spring,,,08_01,1,132.0,81.0,51,0.5137843137254902,0.76,0.121,0.2138565868846241,0.3339999999999999,0.7224999999999999,0.691,213.0,196.0,0.639,0.0065751821642908,55.81400000000001,0.7362857142857144,26,114,12.603070175438594,40.75,-33.75,20.961980292114703,-5.3999999999999995,29.2875,29.8,213.0,129.0,74.5,0.3063345991270957,1830.05,26.573809523809523,213,0.4293262910798122,0.91,0.0,0.2880089622103346,0.1035,0.643,0.5665,213.0,175.0,0.91,0.0039995728204529,91.10325000000005,0.6765645161290325,1959.7,26,34,,,,,,,,,0.7569575905799866,0.5359324216842651,0.536810040473938,3.982485055923462,0.014259,169.0,41.0,-0.22102516889572144,-0.22014755010604858
265,2023,1.308,2.616,2.0,2023-10-02,21.7,0.0,0.0,12845,43.0,Гранни,,2023-05-03,2023-10-02,wheat_spring,Лесополосы (Грязнушка),2.0,1.69254,50.451586884914875,82.38942212185985,1.7879999999999998,1.308,v26_harvest_op,43.0,wheat_spring,wheat_spring->wheat_spring,,2.0,08_01,1,123.0,90.0,63,0.4427460317460318,0.622,0.159,0.1522527105869658,0.323,0.588,0.607,213.0,195.0,0.4629999999999999,0.0052485257145505,43.775,0.6037222222222222,30,123,16.98292682926829,45.25,-31.4,20.773914448533073,-0.65,34.974999999999994,27.45,213.0,157.0,76.65,0.3295310029144407,2681.1,31.484782608695657,213,0.4618990610328638,0.867,0.0385,0.2263450726744476,0.26,0.612,0.7064999999999999,213.0,115.0,0.8285,0.0025849602996217,97.97525,0.5941612903225807,2467.95,51,32,,,,,,,,,0.3194111585617065,0.2523151636123657,0.3277736306190491,0.9087520837783812,8.8e-05,169.0,41.0,-0.06709599494934076,0.008362472057342585
265,2024,0.5,1.0,2.0,2024-09-15,0.0,0.0,0.0,30115,24.0,,,2024-05-22,2024-09-15,pea,Лесополосы (Грязнушка),2.0,1.69254,50.451586884914875,82.38942212185985,3.0271999999999997,0.5,v26_harvest_op,43.0,wheat_spring,wheat_spring->pea,,1.0,08_01,1,143.0,71.0,56,0.5610892857142857,0.783,0.214,0.2187337158661935,0.32325,0.7565,0.653,214.0,189.0,0.5690000000000001,0.0061786867228719,59.02350000000001,0.7391875,35,114,11.371052631578944,37.35,-30.7,19.940594774093334,-5.825,28.175,32.25,214.0,130.0,68.05,0.2890206336606107,1835.85,26.839999999999996,214,0.5561471962616823,0.978,0.044,0.2918866731606199,0.27025,0.807875,0.709,214.0,101.0,0.934,0.0038132031922025,118.4195,0.8164838709677419,1530.6999999999998,17,38,,,,,,,,,,,,,,,,,
265,2025,1.53,3.06,2.0,2025-09-23,0.0,0.0,0.0,35591,3.0,,,2025-05-29,2025-09-23,barley_spring,Лесополосы (Грязнушка),2.0,1.69254,50.451586884914875,82.38942212185985,2.4622,1.53,v26_harvest_op,24.0,pea,pea->barley_spring,,2.0,08_01,1,149.0,64.0,61,0.517983606557377,0.715,0.187,0.1676505432418512,0.348,0.662,0.54,213.0,172.0,0.528,0.004103042500647,57.7605,0.6156000000000001,38,107,9.103271028037383,35.3,-24.7,18.966323168553796,-9.625,27.05,23.4,177.0,118.0,60.0,0.3714818836128399,933.6750000000002,,211,0.5244383886255924,0.96,0.0015,0.2993908681617321,0.1875,0.7865000000000001,0.629,213.0,99.0,0.9585,0.0038701827434916,111.323,0.7900483870967744,1464.7000000000005,20,41,7.6,3.69,,244.51,380.11444,420.0,11.29,1.4,0.5834826231002808,0.43292236328125,0.7000301480293274,2.204908847808838,2.6e-05,169.0,41.0,-0.15056025981903076,0.11654752492904663
266,2021,3.4250000000000003,41.1,12.0,2021-09-09,0.0,0.0,0.0,7315,43.0,Дарья,,2021-05-26,2021-09-09,wheat_spring,Лесополосы (Караульное-1),12.0,10.79174,50.43558046163578,82.44820664118106,3.5046999999999997,3.4250000000000003,v26_harvest_op,,missing,missing->wheat_spring,,,08_01,1,146.0,67.0,55,0.5380363636363635,0.768,0.192,0.2119961374979496,0.374,0.7505,0.683,213.0,186.0,0.5760000000000001,0.0063856190519913,57.4985,0.74325,31,117,13.29273504273504,45.2,-34.7,21.774791612883423,-4.0,30.85,29.6,213.0,147.0,79.9,0.3103328931669716,2168.425,26.566666666666663,213,0.4280892018779343,0.924,0.0,0.2891405209743457,0.1,0.647,0.5720000000000001,213.0,193.0,0.924,0.0040305538929219,90.83849999999995,0.6818064516129031,2079.5499999999997,32,34,,,,,,,,,0.8370956182479858,0.6269897818565369,0.681408703327179,5.484346866607666,0.014259,1069.0,265.0,-0.21010583639144897,-0.15568691492080688
266,2023,1.1466666666666667,13.76,12.0,2023-08-20,0.0,0.0,0.0,12846,43.0,Гранни,,2023-05-01,2023-08-20,wheat_spring,Лесополосы (Караульное-1),12.0,10.79174,50.43558046163578,82.44820664118106,1.6703,1.1466666666666667,v26_harvest_op,43.0,wheat_spring,wheat_spring->wheat_spring,,2.0,08_01,1,121.0,92.0,61,0.4509016393442623,0.615,0.149,0.1416513504322488,0.36,0.564,0.577,213.0,200.0,0.4659999999999999,0.0048112399622366,44.9145,0.5907777777777777,31,124,17.189516129032253,48.05,-30.85,22.48492440664012,-1.6375,37.3375,29.2,213.0,157.0,78.9,0.3624005455776055,2715.2249999999995,34.42857142857143,213,0.4590234741784038,0.8574999999999999,0.038,0.2239092380113052,0.263,0.6134999999999999,0.6835,213.0,115.0,0.8194999999999999,0.002551285139864,97.37425,0.5894354838709678,2568.95,60,36,,,,,,,,,0.3596524596214294,0.2842264473438263,0.3949487805366516,1.1129896640777588,8.8e-05,1069.0,265.0,-0.0754260122776031,0.035296320915222223
266,2024,0.7010000000000001,8.412,12.0,2024-08-27,0.0,0.0,0.0,30116,24.0,,,2024-05-23,2024-08-27,pea,Лесополосы (Караульное-1),12.0,10.79174,50.43558046163578,82.44820664118106,2.3995,0.7010000000000001,v26_harvest_op,43.0,wheat_spring,wheat_spring->pea,,1.0,08_01,1,144.0,70.0,55,0.5485454545454546,0.774,0.211,0.2046074572693965,0.351,0.7364999999999999,0.663,214.0,195.0,0.5630000000000001,0.0061094617454014,57.29549999999999,0.7441875,34,120,10.967916666666667,43.0,-27.75,20.52476329119832,-8.0,28.924999999999997,30.8,214.0,139.0,70.75,0.2859141776466495,1964.125,26.376190476190477,214,0.5521635514018692,0.9715,0.0415,0.2918012924559731,0.264,0.804125,0.702,214.0,101.0,0.93,0.0038270859672269,117.57725,0.8122419354838711,1614.65,21,43,,,,,,,,,,,,,,,,,
266,2025,1.53,18.36,12.0,2025-09-22,0.0,0.0,0.0,35592,3.0,,,2025-05-23,2025-09-22,barley_spring,Лесополосы (Караульное-1),12.0,10.79174,50.43558046163578,82.44820664118106,3.7155,1.53,v26_harvest_op,24.0,pea,pea->barley_spring,,2.0,08_01,1,143.0,70.0,62,0.5230806451612904,0.761,0.205,0.1881690470575633,0.352,0.7115,0.534,212.0,191.0,0.556,0.0050770408374145,57.19799999999999,0.6737058823529413,35,108,9.01898148148148,38.6,-24.5,20.35757743808937,-10.95,28.25,24.9,177.0,142.0,63.1,0.3734569338631173,1122.9,,211,0.521037914691943,0.959,0.0025,0.2977895794576536,0.18375,0.77875,0.624,213.0,99.0,0.9565,0.0038535099760247,110.60750000000002,0.7832580645161289,1538.65,21,44,6.9,3.7,,219.95,512.47721,420.0,9.34,1.8,0.612876296043396,0.4657547175884247,0.743634045124054,2.501018524169922,2.6e-05,1069.0,265.0,-0.1471215784549713,0.13075774908065796
267,2021,3.725,14.9,4.0,2021-09-07,0.0,0.0,0.0,7316,43.0,Дарья,,2021-05-13,2021-09-07,wheat_spring,Лесополосы (Коновалиха),4.0,3.59756,50.428792011101955,82.47016041145844,3.886,3.725,v26_harvest_op,,missing,missing->wheat_spring,,,08_01,1,133.0,80.0,58,0.5333965517241379,0.776,0.185,0.2108245666879073,0.3575,0.73925,0.68,213.0,187.0,0.591,0.0065318774317239,55.3135,0.7405882352941177,31,114,12.485087719298242,46.25,-35.0,22.165836216297908,-7.05,30.4125,29.55,213.0,147.0,81.25,0.3120118095304713,2155.1,26.385,213,0.4279131455399061,0.9285,0.0,0.2894827396250246,0.099,0.6495,0.5735,213.0,193.0,0.9285,0.004038706316545,90.8005,0.6833548387096776,1974.0499999999995,30,35,,,,,,,,,0.8381850719451904,0.6632408499717712,0.6774197220802307,5.940362930297852,0.014259,366.0,94.0,-0.1749442219734192,-0.16076534986495972
267,2024,0.175,0.7,4.0,2024-09-15,0.0,0.0,0.0,30117,24.0,,,2024-05-23,2024-09-15,pea,Лесополосы (Коновалиха),4.0,3.59756,50.428792011101955,82.47016041145844,1.8665,0.175,v26_harvest_op,43.0,wheat_spring,wheat_spring->pea,,3.0,08_01,1,144.0,70.0,57,0.5301578947368422,0.791,0.158,0.2147778770561829,0.32,0.729,0.719,214.0,196.0,0.633,0.0063435983365991,57.0425,0.7581875,36,119,11.229831932773113,43.7,-27.75,20.533102316212617,-8.05,29.025,30.35,214.0,139.0,71.45,0.2861746785704434,1984.6749999999995,26.028947368421058,214,0.5508247663551401,0.969,0.041,0.2917787751687296,0.2625,0.8025,0.6995,214.0,101.0,0.928,0.0038315874381258,117.29425,0.810758064516129,1622.5500000000002,23,43,,,,,,,,,,,,,,,,,
267,2025,1.53,6.12,4.0,2025-09-22,0.0,0.0,0.0,35593,3.0,,,2025-05-23,2025-09-22,barley_spring,Лесополосы (Коновалиха),4.0,3.59756,50.428792011101955,82.47016041145844,3.8949,1.53,v26_harvest_op,24.0,pea,pea->barley_spring,,4.0,08_01,1,143.0,70.0,69,0.541840579710145,0.778,0.177,0.2031009332276068,0.325,0.734,0.667,213.0,191.0,0.601,0.0058363564855483,59.87599999999999,0.7351578947368421,38,106,9.156603773584903,38.7,-23.45,20.42706431159834,-10.45,30.025,24.9,177.0,138.0,62.150000000000006,0.3801567241623296,1222.425,,211,0.5200734597156398,0.9585,0.003,0.2973410492682998,0.183,0.77675,0.6225,213.0,99.0,0.9555,0.0038485868331147,110.40425,0.7813225806451611,1498.9,27,45,7.3,3.69,,222.74,451.09159,420.0,12.79,2.78,0.5741066336631775,0.4439425468444824,0.6560494899749756,2.1903257369995117,2.6e-05,366.0,94.0,-0.13016408681869507,0.0819428563117981
268,2021,3.504,35.04,10.0,2021-09-01,0.0,0.0,0.0,6996,43.0,Дарья,,2021-05-21,2021-09-01,wheat_spring,Малая Семениха 3 СК,10.0,9.96579,50.37680837858743,82.4921621962041,3.0032,3.504,v26_harvest_op,,missing,missing->wheat_spring,,,08_01,1,141.0,72.0,54,0.529,0.676,0.187,0.1531695985694482,0.4885,0.663,0.636,213.0,180.0,0.489,0.0049189844196382,52.55999999999999,0.6649375000000001,35,112,12.525446428571428,41.35,-33.7,21.814054892938408,-7.65,30.7875,33.05,213.0,129.0,75.05000000000001,0.3114820470354423,2212.3750000000005,27.9475,213,0.4261807511737088,0.936,0.0,0.2904379790530691,0.094,0.653,0.5795,213.0,193.0,0.936,0.0040622570726776,90.4295,0.6871290322580643,1944.85,31,35,,,,,,,,,0.7988070249557495,0.5766004323959351,0.6048540472984314,4.604188442230225,0.014259,994.0,254.0,-0.22220659255981445,-0.19395297765731812
268,2023,2.2885,22.885,10.0,2023-09-28,19.3,0.0,0.0,12848,43.0,Гранни,,2023-05-21,2023-09-28,wheat_spring,Малая Семениха 3 СК,10.0,9.96579,50.37680837858743,82.4921621962041,1.4792,2.2885,v26_harvest_op,43.0,wheat_spring,wheat_spring->wheat_spring,,2.0,08_01,1,141.0,72.0,55,0.4988181818181817,0.65,0.171,0.1317423229999436,0.4585,0.582,0.579,213.0,186.0,0.479,0.0042193375897045,47.448,0.5896874999999999,37,127,15.224015748031496,45.2,-29.3,21.883377226433712,-4.0,34.45,29.65,213.0,157.0,74.5,0.3484503359397225,2352.85,34.3425,213,0.458981220657277,0.8455,0.038,0.2227155381084622,0.2685,0.621,0.6665000000000001,213.0,115.0,0.8075,0.0025253383286848,97.37375000000004,0.5882419354838709,2412.4,57,41,,,,,,,,,0.3374305665493011,0.2750090658664703,0.3633492887020111,1.0349209308624268,8.8e-05,994.0,254.0,-0.06242150068283081,0.025918722152710016
268,2024,4.772,47.72,10.0,2024-08-18,0.0,0.0,0.0,30136,3.0,,,2024-05-10,2024-08-18,barley_spring,Малая Семениха 3 СК,10.0,9.96579,50.37680837858743,82.4921621962041,3.3134,4.772,v26_harvest_op,43.0,wheat_spring,wheat_spring->barley_spring,,1.0,08_01,1,131.0,83.0,57,0.5702105263157894,0.761,0.191,0.187315451807073,0.392,0.734,0.559,214.0,180.0,0.5700000000000001,0.0046870519395879,62.664,0.6821999999999999,40,117,11.803846153846152,36.45,-29.4,19.616219690620575,-7.35,28.5,31.6,214.0,130.0,65.85,0.2768360209021021,1907.7000000000005,26.285000000000004,214,0.5506401869158878,0.97,0.0385,0.2933773589426287,0.258875,0.80425,0.7015,214.0,101.0,0.9315,0.0038608734782089,117.256,0.813225806451613,1909.6,21,39,,,,,,,,,0.6131418347358704,0.47579425573349,0.7408557534217834,2.4571235179901123,6.2e-05,994.0,254.0,-0.13734757900238037,0.12771391868591309
268,2025,1.856,18.56,10.0,2025-10-10,0.0,0.0,0.0,35755,40.0,P63LE10,,2025-05-02,2025-10-10,sunflower,Малая Семениха 3 СК,10.0,9.96579,50.37680837858743,82.4921621962041,2.3864,1.856,v26_harvest_op,3.0,barley_spring,barley_spring->sunflower,,2.0,08_01,1,122.0,91.0,65,0.5644769230769231,0.728,0.218,0.163785423197765,0.443,0.692,0.63,213.0,169.0,0.51,0.0043930158138775,61.464,0.6753125,46,109,9.369724770642202,37.0,-22.6,19.21712493454567,-9.2,28.4,23.8,177.0,142.0,59.6,0.3519310908768635,1174.7,,211,0.5195497630331752,0.9635,0.0025,0.2978301642972831,0.1795,0.7737499999999999,0.6255,213.0,99.0,0.961,0.0038635700637654,110.29625,0.7801129032258063,1161.6,23,45,6.5,3.81,,235.1,668.7703,420.0,23.61,5.35,0.5901637673377991,0.3950567841529846,0.725818395614624,2.104043483734131,2.6e-05,994.0,254.0,-0.19510698318481445,0.13565462827682495
269,2021,3.465045045045045,384.62,111.0,2021-09-16,0.0,0.0,0.0,7318,43.0,Дарья,,2021-05-21,2021-09-16,wheat_spring,Маячок,111.0,112.88072,50.440936709942534,82.36211731582452,4.0853,3.465045045045045,v26_harvest_op,,missing,missing->wheat_spring,,,08_01,1,141.0,72.0,55,0.4681272727272727,0.792,0.162,0.2404015621296587,0.241,0.7275,0.706,213.0,195.0,0.63,0.0075919687737101,49.98549999999999,0.7518125,27,117,11.818803418803418,46.3,-35.0,22.5226255912906,-10.8,30.1,28.3,213.0,147.0,81.3,0.3167796659113904,2098.225,25.626190476190477,213,0.4289530516431924,0.91,0.0,0.2880971205123282,0.103,0.643,0.5675,213.0,175.0,0.91,0.0040028331690016,91.0235,0.676790322580645,1980.5,31,39,6.05,5.775,11.975,60.425,426.75,438.0,11.725,1.288,0.8301306962966919,0.6246059536933899,0.6360266208648682,5.489707946777344,0.014259,11279.0,2817.0,-0.205524742603302,-0.19410407543182373
269,2022,2.086126126126126,231.56,111.0,2022-09-23,0.0,0.0,0.0,8763,40.0,LG 54.63CL,,2022-05-08,2022-09-23,sunflower,Маячок,111.0,112.88072,50.440936709942534,82.36211731582452,2.3689,2.086126126126126,v26_harvest_op,43.0,wheat_spring,wheat_spring->sunflower,,1.0,08_01,1,128.0,85.0,58,0.4143275862068964,0.712,0.167,0.2168503685550233,0.1835,0.6615,0.647,209.0,188.0,0.5449999999999999,0.0070959151271203,41.309000000000005,0.686625,22,137,11.165328467153286,45.1,-24.6,21.626841562905103,-10.0,28.55,31.5,209.0,138.0,69.7,0.3026834126687752,2067.9749999999995,26.691666666666663,212,0.4380448113207547,0.8979999999999999,0.0,0.2732430567079708,0.123125,0.6445,0.556,213.0,112.0,0.8979999999999999,0.0034533302800838,92.743,0.6368064516129032,1759.45,33,53,6.05,5.775,11.975,60.425,426.75,438.0,11.725,1.288,0.5238657593727112,0.3800608217716217,0.5690568685531616,1.707484245300293,9.3e-05,11279.0,2817.0,-0.14380493760108948,0.04519110918045044
