field_id,year,asof_tag,cropwise_asof_t_ha,cropwise_history_date
305,2025,07_01,2.1062000000000003,2025-06-28
305,2025,08_01,2.8078,2025-07-26
305,2025,09_01,2.5564,2025-08-30
305,2026,07_01,2.9955,2026-06-07
305,2026,08_01,2.9955,2026-06-07
305,2026,09_01,2.9955,2026-06-07
306,2010,07_01,1.7178999999999998,2010-06-26
306,2010,08_01,2.7074000000000003,2010-07-31
306,2010,09_01,2.3754,2010-08-28
306,2011,07_01,2.7498,2011-06-25
306,2011,08_01,2.5056000000000003,2011-07-30
306,2011,09_01,2.1568,2011-08-27
306,2012,07_01,2.7285,2012-06-30
306,2012,08_01,2.1169000000000002,2012-07-28
306,2012,09_01,1.7852000000000001,2012-09-01
306,2013,07_01,1.889,2013-06-29
306,2013,08_01,2.1759,2013-07-27
306,2013,09_01,2.7177,2013-08-31
306,2014,07_01,2.4261,2014-06-28
306,2014,08_01,2.1462,2014-07-26
306,2014,09_01,2.2979,2014-08-30
306,2015,07_01,2.1157,2015-06-27
306,2015,08_01,2.2105,2015-08-01
306,2015,09_01,1.8753,2015-08-29
306,2016,07_01,2.1545,2016-06-25
306,2016,08_01,2.9282,2016-07-30
306,2016,09_01,2.9379999999999997,2016-08-27
306,2017,07_01,2.4614000000000003,2017-07-01
306,2017,08_01,2.2193,2017-07-29
306,2017,09_01,1.8154,2017-08-26
306,2018,07_01,5.4973,2018-06-30
306,2018,08_01,3.8874000000000004,2018-07-28
306,2018,09_01,5.1716999999999995,2018-09-01
306,2019,07_01,1.5057,2019-06-29
306,2019,08_01,2.1121,2019-07-27
306,2019,09_01,2.4242,2019-08-31
306,2020,07_01,2.2877,2020-06-27
306,2020,08_01,2.8575,2020-07-18
306,2020,09_01,2.8575,2020-07-18
306,2021,07_01,1.9568,2021-06-26
306,2021,08_01,2.6155999999999997,2021-07-31
306,2021,09_01,2.7062,2021-08-28
306,2022,07_01,3.5087,2022-06-25
306,2022,08_01,3.4802,2022-07-30
306,2022,09_01,3.5325,2022-08-20
306,2023,07_01,2.3137,2023-07-01
306,2023,08_01,1.8806999999999998,2023-07-15
306,2023,09_01,1.8806999999999998,2023-07-15
306,2024,07_01,2.4284,2024-06-29
306,2024,08_01,3.16,2024-07-27
306,2024,09_01,2.8315,2024-08-31
306,2025,07_01,4.1558,2025-06-28
306,2025,08_01,4.0644,2025-07-26
306,2025,09_01,3.7603999999999997,2025-08-30
306,2026,07_01,2.6783,2026-06-07
306,2026,08_01,2.6783,2026-06-07
306,2026,09_01,2.6783,2026-06-07
307,2021,07_01,3.6536,2021-06-26
307,2021,08_01,3.9089,2021-07-17
307,2021,09_01,3.9089,2021-07-17
307,2022,07_01,2.7092,2022-06-25
307,2022,08_01,2.1492,2022-07-30
307,2022,09_01,2.1409,2022-08-27
307,2023,07_01,1.8399999999999999,2023-07-01
307,2023,08_01,1.5692,2023-07-29
307,2023,09_01,1.5628,2023-08-26
308,2010,07_01,1.7612999999999999,2010-06-26
308,2010,08_01,1.7685,2010-07-31
308,2010,09_01,1.732,2010-08-28
308,2011,07_01,2.9102,2011-06-25
308,2011,08_01,3.2786999999999997,2011-07-30
308,2011,09_01,1.9807,2011-08-27
308,2012,07_01,2.6350000000000002,2012-06-30
308,2012,08_01,2.5332,2012-07-28
308,2012,09_01,2.4147,2012-09-01
308,2013,07_01,2.3158000000000003,2013-06-29
308,2013,08_01,2.0593,2013-07-27
308,2013,09_01,1.737,2013-08-31
308,2014,07_01,2.516,2014-06-28
308,2014,08_01,2.2239999999999998,2014-07-26
308,2014,09_01,2.1859,2014-08-30
308,2015,07_01,2.2722,2015-06-27
308,2015,08_01,2.4402,2015-08-01
308,2015,09_01,2.2602,2015-08-29
308,2016,07_01,2.9484000000000004,2016-06-25
308,2016,08_01,3.4366,2016-07-30
308,2016,09_01,2.2983000000000002,2016-08-27
308,2017,07_01,2.3202000000000003,2017-07-01
308,2017,08_01,2.0236,2017-07-29
308,2017,09_01,2.0959,2017-08-26
308,2018,07_01,2.675,2018-06-30
308,2018,08_01,2.7847,2018-07-14
308,2018,09_01,2.7847,2018-07-14
308,2019,07_01,2.1612,2019-06-29
308,2019,08_01,2.3562000000000003,2019-07-27
308,2019,09_01,2.4486999999999997,2019-08-31
308,2020,07_01,2.2031,2020-06-27
308,2020,08_01,2.3893999999999997,2020-07-18
308,2020,09_01,2.3893999999999997,2020-07-18
308,2021,07_01,2.1478,2021-06-26
308,2021,08_01,2.5884,2021-07-31
308,2021,09_01,2.4222,2021-08-28
308,2022,07_01,3.2978,2022-06-25
308,2022,08_01,3.2049999999999996,2022-07-30
308,2022,09_01,3.0417,2022-08-27
308,2023,07_01,1.5582,2023-07-01
308,2023,08_01,1.2608000000000001,2023-07-29
308,2023,09_01,1.4033,2023-08-05
308,2024,07_01,6.0019,2024-06-29
308,2024,08_01,5.8338,2024-07-20
308,2024,09_01,5.8338,2024-07-20
308,2025,07_01,2.68,2025-06-28
308,2025,08_01,2.9364999999999997,2025-07-26
308,2025,09_01,2.9175,2025-08-30
308,2026,07_01,3.0621,2026-06-07
308,2026,08_01,3.0621,2026-06-07
308,2026,09_01,3.0621,2026-06-07
309,2019,07_01,2.1228000000000002,2019-06-29
309,2019,08_01,2.8731,2019-07-27
309,2019,09_01,2.6592,2019-08-31
309,2020,07_01,2.3192,2020-06-27
309,2020,08_01,1.7725000000000002,2020-07-18
309,2020,09_01,1.7725000000000002,2020-07-18
309,2021,07_01,2.2782,2021-06-26
309,2021,08_01,3.1079,2021-07-31
309,2021,09_01,3.0692,2021-08-28
309,2022,07_01,4.157500000000001,2022-06-25
309,2022,08_01,4.7457,2022-07-16
309,2022,09_01,4.7457,2022-07-16
310,2010,07_01,2.7278,2010-06-26
310,2010,08_01,1.9128,2010-07-31
310,2010,09_01,2.2389,2010-08-28
310,2011,07_01,2.0155000000000003,2011-06-25
310,2011,08_01,2.5731,2011-07-30
310,2011,09_01,3.0625,2011-08-27
310,2012,07_01,2.003,2012-06-30
310,2012,08_01,2.9572,2012-07-28
310,2012,09_01,3.0911,2012-09-01
310,2013,07_01,1.8893,2013-06-29
310,2013,08_01,2.3273,2013-07-27
310,2013,09_01,2.0452000000000004,2013-08-31
310,2014,07_01,1.8812000000000002,2014-06-28
310,2014,08_01,2.9646,2014-07-26
310,2014,09_01,2.9431000000000003,2014-08-30
310,2015,07_01,2.0956,2015-06-27
310,2015,08_01,2.1886,2015-08-01
310,2015,09_01,1.9256,2015-08-29
310,2016,07_01,2.8753,2016-06-25
310,2016,08_01,2.968,2016-07-30
310,2016,09_01,3.1262,2016-08-27
310,2017,07_01,2.6046,2017-07-01
310,2017,08_01,2.2114000000000003,2017-07-29
310,2017,09_01,2.1361,2017-08-26
310,2018,07_01,2.7748,2018-06-30
310,2018,08_01,2.9312,2018-07-14
310,2018,09_01,2.9312,2018-07-14
310,2019,07_01,1.7978,2019-06-29
310,2019,08_01,2.4553000000000003,2019-07-27
310,2019,09_01,2.3404,2019-08-31
310,2020,07_01,2.4532,2020-06-27
310,2020,08_01,1.4651,2020-07-18
310,2020,09_01,1.4651,2020-07-18
310,2021,07_01,2.0533,2021-06-26
310,2021,08_01,2.8649999999999998,2021-07-31
310,2021,09_01,2.7417000000000002,2021-08-28
310,2022,07_01,4.8922,2022-06-25
310,2022,08_01,4.8331,2022-07-30
310,2022,09_01,5.0179,2022-08-27
310,2023,07_01,2.0685,2023-07-01
310,2023,08_01,2.192,2023-07-29
310,2023,09_01,2.3462,2023-08-26
310,2024,07_01,3.5579,2024-06-29
310,2024,08_01,4.292,2024-07-27
310,2024,09_01,3.5975,2024-08-31
310,2025,07_01,3.9965,2025-06-28
310,2025,08_01,4.0839,2025-07-26
310,2025,09_01,4.6987000000000005,2025-08-09
310,2026,07_01,2.186,2026-06-07
310,2026,08_01,2.186,2026-06-07
310,2026,09_01,2.186,2026-06-07
311,2010,07_01,2.6044,2010-06-26
311,2010,08_01,3.3507,2010-07-31
311,2010,09_01,3.0582000000000003,2010-08-28
311,2011,07_01,2.2675,2011-06-25
311,2011,08_01,2.8199,2011-07-30
311,2011,09_01,2.5444,2011-08-27
311,2012,07_01,2.9975,2012-06-30
311,2012,08_01,2.3251999999999997,2012-07-28
311,2012,09_01,2.0565,2012-09-01
311,2013,07_01,2.944,2013-06-29
311,2013,08_01,2.9989,2013-07-27
311,2013,09_01,2.1004,2013-08-31
311,2014,07_01,2.2893,2014-06-28
311,2014,08_01,2.1856,2014-07-26
311,2014,09_01,2.5442,2014-08-30
311,2015,07_01,1.5593,2015-06-27
311,2015,08_01,1.0547,2015-08-01
311,2015,09_01,1.0713,2015-08-29
311,2016,07_01,2.1494,2016-06-25
311,2016,08_01,2.5806,2016-07-30
311,2016,09_01,2.6547,2016-08-27
311,2017,07_01,2.8294,2017-07-01
311,2017,08_01,2.8533,2017-07-29
311,2017,09_01,2.9108,2017-08-26
311,2018,07_01,2.8415,2018-06-30
311,2018,08_01,2.8967,2018-07-14
311,2018,09_01,2.8967,2018-07-14
311,2019,07_01,1.8917000000000002,2019-06-29
311,2019,08_01,2.0549,2019-07-27
311,2019,09_01,2.1067,2019-08-31
311,2020,07_01,8.6997,2020-06-27
311,2020,08_01,4.912599999999999,2020-08-01
311,2020,09_01,7.3805000000000005,2020-08-29
311,2021,07_01,2.9239,2021-06-26
311,2021,08_01,3.9823999999999997,2021-07-31
311,2021,09_01,3.8503,2021-08-28
311,2022,07_01,3.1844,2022-06-25
311,2022,08_01,2.9229,2022-07-16
311,2022,09_01,2.9229,2022-07-16
311,2023,07_01,2.0643000000000002,2023-07-01
311,2023,08_01,2.3890000000000002,2023-07-29
311,2023,09_01,2.2725999999999997,2023-08-26
311,2024,07_01,4.0912999999999995,2024-06-29
311,2024,08_01,4.869400000000001,2024-07-27
311,2024,09_01,3.9172,2024-08-31
311,2025,07_01,2.0154,2025-06-28
311,2025,08_01,1.1718,2025-07-26
311,2025,09_01,1.8004000000000002,2025-08-30
311,2026,07_01,3.8663,2026-06-07
311,2026,08_01,3.8663,2026-06-07
311,2026,09_01,3.8663,2026-06-07
312,2010,07_01,2.2934,2010-06-26
312,2010,08_01,2.8037,2010-07-31
312,2010,09_01,2.6357,2010-08-28
312,2011,07_01,2.3209,2011-06-25
312,2011,08_01,2.9095,2011-07-30
312,2011,09_01,2.3342,2011-08-27
312,2012,07_01,2.5393999999999997,2012-06-30
312,2012,08_01,2.6355,2012-07-28
312,2012,09_01,2.1533,2012-09-01
312,2013,07_01,2.0017,2013-06-29
312,2013,08_01,1.988,2013-07-27
312,2013,09_01,2.0384,2013-08-31
312,2014,07_01,2.081,2014-06-28
312,2014,08_01,2.837,2014-07-26
312,2014,09_01,2.041,2014-08-30
312,2015,07_01,3.0166,2015-06-27
312,2015,08_01,2.5231000000000003,2015-08-01
312,2015,09_01,2.0364999999999998,2015-08-29
312,2016,07_01,2.7812,2016-06-25
312,2016,08_01,2.9109000000000003,2016-07-30
312,2016,09_01,2.8874,2016-08-27
312,2017,07_01,2.161,2017-07-01
312,2017,08_01,2.3853999999999997,2017-07-29
312,2017,09_01,2.4434,2017-08-26
312,2018,07_01,3.3485,2018-06-30
312,2018,08_01,3.1679,2018-07-14
312,2018,09_01,3.1679,2018-07-14
312,2019,07_01,2.2464,2019-06-29
312,2019,08_01,1.7434999999999998,2019-07-27
312,2019,09_01,1.7439,2019-08-31
312,2020,07_01,3.1302,2020-06-27
312,2020,08_01,2.9783999999999997,2020-07-18
312,2020,09_01,2.9783999999999997,2020-07-18
312,2021,07_01,2.9656,2021-06-26
312,2021,08_01,3.101,2021-07-31
312,2021,09_01,2.726,2021-08-28
312,2022,07_01,2.7312000000000003,2022-06-25
312,2022,08_01,2.6481000000000003,2022-07-30
312,2022,09_01,2.5645,2022-08-27
312,2023,07_01,2.0492999999999997,2023-07-01
312,2023,08_01,2.4072,2023-07-29
312,2023,09_01,2.2225,2023-08-26
312,2024,07_01,2.6065,2024-06-29
312,2024,08_01,2.678,2024-07-27
312,2024,09_01,2.6309,2024-08-31
312,2025,07_01,4.0155,2025-06-28
312,2025,08_01,3.7880000000000003,2025-07-26
312,2025,09_01,3.4539999999999997,2025-08-23
312,2026,07_01,3.9177999999999997,2026-06-07
312,2026,08_01,3.9177999999999997,2026-06-07
312,2026,09_01,3.9177999999999997,2026-06-07
313,2010,07_01,1.9108,2010-06-26
313,2010,08_01,1.3634,2010-07-31
313,2010,09_01,0.9771000000000001,2010-08-28
313,2011,07_01,2.4232,2011-06-25
313,2011,08_01,2.2133,2011-07-30
313,2011,09_01,2.1588000000000003,2011-08-27
313,2012,07_01,2.5783,2012-06-30
313,2012,08_01,2.4867,2012-07-28
313,2012,09_01,2.7861000000000002,2012-09-01
313,2013,07_01,1.9239000000000002,2013-06-29
313,2013,08_01,1.6924,2013-07-27
313,2013,09_01,2.4210000000000003,2013-08-31
313,2014,07_01,3.1073,2014-06-28
313,2014,08_01,2.9904,2014-07-26
313,2014,09_01,2.4221,2014-08-30
313,2015,07_01,1.8371,2015-06-27
313,2015,08_01,2.5117000000000003,2015-08-01
313,2015,09_01,2.3565,2015-08-29
313,2016,07_01,2.5983,2016-06-25
313,2016,08_01,1.1853,2016-07-30
313,2016,09_01,1.0786,2016-08-27
313,2017,07_01,1.5032999999999999,2017-07-01
313,2017,08_01,1.5778,2017-07-29
313,2017,09_01,1.6949999999999998,2017-08-26
313,2018,07_01,2.2882000000000002,2018-06-30
313,2018,08_01,2.1431,2018-07-28
313,2018,09_01,2.9512,2018-09-01
313,2019,07_01,2.6553,2019-06-29
313,2019,08_01,2.3065,2019-07-27
313,2019,09_01,2.3065,2019-07-27
313,2020,07_01,2.6372,2020-06-27
313,2020,08_01,2.012,2020-07-18
313,2020,09_01,2.012,2020-07-18
313,2021,07_01,2.8125,2021-06-26
313,2021,08_01,2.6946000000000003,2021-07-31
313,2021,09_01,2.9788,2021-08-28
313,2022,07_01,3.7146999999999997,2022-06-25
313,2022,08_01,3.7409,2022-07-30
313,2022,09_01,3.2943,2022-08-27
313,2023,07_01,2.8708,2023-07-01
313,2023,08_01,2.2949,2023-07-29
313,2023,09_01,2.0058,2023-08-26
313,2024,07_01,3.2374,2024-06-29
313,2024,08_01,3.2704999999999997,2024-07-27
313,2024,09_01,3.9873,2024-08-10
313,2025,07_01,4.2306,2025-06-28
313,2025,08_01,4.4804,2025-07-12
313,2025,09_01,4.4804,2025-07-12
313,2026,07_01,2.746,2026-06-07
313,2026,08_01,2.746,2026-06-07
313,2026,09_01,2.746,2026-06-07
314,2010,07_01,1.8829,2010-06-26
314,2010,08_01,2.0119,2010-07-31
314,2010,09_01,2.1788,2010-08-28
314,2011,07_01,2.4387,2011-06-25
314,2011,08_01,2.7742999999999998,2011-07-30
314,2011,09_01,2.2073,2011-08-27
314,2012,07_01,2.4463999999999997,2012-06-30
314,2012,08_01,2.6577,2012-07-28
314,2012,09_01,2.2064,2012-09-01
314,2013,07_01,2.2963999999999998,2013-06-29
314,2013,08_01,1.8643999999999998,2013-07-27
314,2013,09_01,2.0780000000000003,2013-08-31
314,2014,07_01,2.8949000000000003,2014-06-28
314,2014,08_01,3.19,2014-07-26
314,2014,09_01,2.9256,2014-08-30
314,2015,07_01,1.6617000000000002,2015-06-27
314,2015,08_01,2.6018,2015-08-01
314,2015,09_01,2.307,2015-08-29
314,2016,07_01,2.8855,2016-06-25
314,2016,08_01,2.8242000000000003,2016-07-30
314,2016,09_01,2.8975,2016-08-27
314,2017,07_01,1.8249,2017-07-01
314,2017,08_01,2.2303,2017-07-29
314,2017,09_01,2.5012,2017-08-26
314,2018,07_01,2.0024,2018-06-30
314,2018,08_01,1.4430999999999998,2018-07-28
314,2018,09_01,1.3278,2018-09-01
314,2019,07_01,1.9344000000000001,2019-06-29
314,2019,08_01,2.3217,2019-07-27
314,2019,09_01,2.3994,2019-08-31
314,2020,07_01,2.1246,2020-06-27
314,2020,08_01,1.8951,2020-07-18
314,2020,09_01,1.8951,2020-07-18
314,2021,07_01,1.5746,2021-06-26
314,2021,08_01,2.7501,2021-07-31
314,2021,09_01,2.5724,2021-08-28
314,2022,07_01,3.6293999999999995,2022-06-25
314,2022,08_01,4.1685,2022-07-30
314,2022,09_01,3.9744,2022-08-27
314,2023,07_01,1.7122,2023-07-01
314,2023,08_01,1.6717,2023-07-29
314,2023,09_01,1.6416,2023-08-05
314,2024,07_01,4.5685,2024-06-29
314,2024,08_01,4.757,2024-07-20
314,2024,09_01,4.757,2024-07-20
314,2025,07_01,2.7247,2025-06-28
314,2025,08_01,2.9488,2025-07-26
314,2025,09_01,2.9859999999999998,2025-08-30
314,2026,07_01,2.8478000000000003,2026-06-07
314,2026,08_01,2.8478000000000003,2026-06-07
314,2026,09_01,2.8478000000000003,2026-06-07
315,2010,07_01,1.6421,2010-06-26
315,2010,08_01,2.3512,2010-07-31
315,2010,09_01,2.4905,2010-08-28
315,2011,07_01,1.8286000000000002,2011-06-25
315,2011,08_01,1.1907999999999999,2011-07-30
315,2011,09_01,1.0129,2011-08-27
315,2012,07_01,1.5436,2012-06-30
315,2012,08_01,1.6202,2012-07-28
315,2012,09_01,1.7116,2012-09-01
315,2013,07_01,1.3417,2013-06-29
315,2013,08_01,1.7893999999999999,2013-07-27
315,2013,09_01,2.0122,2013-08-31
315,2014,07_01,1.766,2014-06-28
315,2014,08_01,1.8854,2014-07-26
315,2014,09_01,2.5434,2014-08-30
315,2015,07_01,1.3922,2015-06-27
315,2015,08_01,2.0494,2015-08-01
315,2015,09_01,1.4937,2015-08-29
315,2016,07_01,2.1059,2016-06-25
315,2016,08_01,2.4317,2016-07-30
315,2016,09_01,3.2083,2016-08-27
315,2017,07_01,2.0754,2017-07-01
315,2017,08_01,1.9111999999999998,2017-07-29
315,2017,09_01,2.4158999999999997,2017-08-26
315,2019,07_01,2.2794,2019-06-29
315,2019,08_01,2.3964,2019-07-27
315,2019,09_01,2.0338000000000003,2019-08-31
315,2020,07_01,1.7892,2020-06-27
315,2020,08_01,2.6928,2020-08-01
315,2020,09_01,2.6928,2020-08-01
315,2021,07_01,2.1752,2021-06-26
315,2021,08_01,2.4084,2021-07-31
315,2021,09_01,2.6974,2021-08-28
315,2022,07_01,3.3899999999999997,2022-06-25
315,2022,08_01,2.6203,2022-07-30
315,2022,09_01,2.559,2022-08-27
315,2023,07_01,2.4754,2023-07-01
315,2023,08_01,1.7975,2023-07-29
315,2023,09_01,2.0537,2023-08-26
315,2024,07_01,2.2384,2024-06-29
315,2024,08_01,2.5677,2024-07-27
315,2024,09_01,2.3341000000000003,2024-08-31
315,2025,07_01,3.3274999999999997,2025-06-28
315,2025,08_01,4.0847999999999995,2025-07-26
315,2025,09_01,3.8085999999999998,2025-08-16
315,2026,07_01,2.9353000000000002,2026-06-07
315,2026,08_01,2.9353000000000002,2026-06-07
315,2026,09_01,2.9353000000000002,2026-06-07
316,2010,07_01,1.6786,2010-06-26
316,2010,08_01,2.5535,2010-07-31
316,2010,09_01,2.1761,2010-08-28
316,2011,07_01,2.5092,2011-06-25
316,2011,08_01,2.769,2011-07-30
316,2011,09_01,2.6475999999999997,2011-08-27
316,2012,07_01,1.8085,2012-06-30
316,2012,08_01,2.3761,2012-07-28
316,2012,09_01,1.9116,2012-09-01
316,2013,07_01,1.9190999999999998,2013-06-29
316,2013,08_01,2.2184,2013-07-27
316,2013,09_01,1.8696000000000002,2013-08-31
316,2014,07_01,2.9676,2014-06-28
316,2014,08_01,2.4971,2014-07-26
316,2014,09_01,2.6572,2014-08-30
316,2015,07_01,2.5522,2015-06-27
316,2015,08_01,1.1115,2015-08-01
316,2015,09_01,1.1548,2015-08-29
316,2016,07_01,2.771,2016-06-25
316,2016,08_01,2.524,2016-07-30
316,2016,09_01,2.7527,2016-08-27
316,2017,07_01,2.2674,2017-07-01
316,2017,08_01,2.447,2017-07-29
316,2017,09_01,2.4093,2017-08-26
316,2019,07_01,2.5606,2019-06-29
316,2019,08_01,2.707,2019-07-27
316,2019,09_01,2.4253,2019-08-31
316,2020,07_01,2.0414000000000003,2020-06-27
316,2020,08_01,1.9994,2020-08-01
316,2020,09_01,1.9994,2020-08-01
316,2021,07_01,2.5179,2021-06-26
316,2021,08_01,2.5522,2021-07-31
316,2021,09_01,2.9018,2021-08-28
316,2022,07_01,2.5998,2022-06-25
316,2022,08_01,2.4436,2022-07-30
316,2022,09_01,2.4928,2022-08-06
316,2023,07_01,1.9064,2023-07-01
316,2023,08_01,2.1774,2023-07-15
316,2023,09_01,2.1774,2023-07-15
317,2010,07_01,2.2601,2010-06-26
317,2010,08_01,2.5062,2010-07-31
317,2010,09_01,1.9405000000000001,2010-08-28
317,2011,07_01,2.6844,2011-06-25
317,2011,08_01,2.9763,2011-07-30
317,2011,09_01,2.2268,2011-08-27
317,2012,07_01,2.7696,2012-06-30
317,2012,08_01,2.2721,2012-07-28
317,2012,09_01,2.412,2012-09-01
317,2013,07_01,1.9579,2013-06-29
317,2013,08_01,1.5615,2013-07-27
317,2013,09_01,2.1445,2013-08-31
317,2014,07_01,1.8493,2014-06-28
317,2014,08_01,1.3799,2014-07-26
317,2014,09_01,1.3983,2014-08-30
317,2015,07_01,2.5527,2015-06-27
317,2015,08_01,2.5251,2015-08-01
317,2015,09_01,2.2609000000000004,2015-08-29
317,2016,07_01,2.1262,2016-06-25
317,2016,08_01,3.3571,2016-07-30
317,2016,09_01,3.2354999999999996,2016-08-27
317,2017,07_01,1.1438000000000001,2017-07-01
317,2017,08_01,1.1216,2017-07-29
317,2017,09_01,1.3718,2017-08-26
317,2018,07_01,2.7501,2018-06-30
317,2018,08_01,2.2768,2018-07-28
317,2018,09_01,2.0673,2018-09-01
317,2019,07_01,2.0119,2019-06-29
317,2019,08_01,1.8847,2019-07-27
317,2019,09_01,1.9568999999999999,2019-08-31
317,2020,07_01,2.2205,2020-06-27
317,2020,08_01,3.127,2020-07-18
317,2020,09_01,3.127,2020-07-18
317,2021,07_01,2.3783000000000003,2021-06-26
317,2021,08_01,2.7389,2021-07-31
317,2021,09_01,2.8162,2021-08-28
317,2022,07_01,3.9486,2022-06-25
317,2022,08_01,4.0436,2022-07-30
317,2022,09_01,3.8691000000000004,2022-08-27
317,2023,07_01,2.8998,2023-07-01
317,2023,08_01,1.8986,2023-07-29
317,2023,09_01,1.8288,2023-08-05
317,2024,07_01,4.5053,2024-06-29
317,2024,08_01,4.9174999999999995,2024-07-20
317,2024,09_01,4.9174999999999995,2024-07-20
317,2025,07_01,2.1742,2025-06-28
317,2025,08_01,2.6744,2025-07-26
317,2025,09_01,2.5925000000000002,2025-08-30
317,2026,07_01,2.2215,2026-06-07
317,2026,08_01,2.2215,2026-06-07
317,2026,09_01,2.2215,2026-06-07
318,2010,07_01,2.195,2010-06-26
318,2010,08_01,2.0326,2010-07-31
318,2010,09_01,1.7723,2010-08-28
318,2011,07_01,2.4043,2011-06-25
318,2011,08_01,3.1178,2011-07-30
318,2011,09_01,2.9212,2011-08-27
318,2012,07_01,1.9378,2012-06-30
318,2012,08_01,2.5859,2012-07-28
318,2012,09_01,2.4632,2012-09-01
318,2013,07_01,1.5767,2013-06-29
318,2013,08_01,2.013,2013-07-27
318,2013,09_01,2.4493,2013-08-31
318,2014,07_01,2.5911999999999997,2014-06-28
318,2014,08_01,2.7643,2014-07-26
318,2014,09_01,2.4316,2014-08-30
318,2015,07_01,1.468,2015-06-27
318,2015,08_01,1.8813,2015-08-01
318,2015,09_01,1.8513000000000002,2015-08-29
318,2016,07_01,2.5033000000000003,2016-06-25
318,2016,08_01,2.5596,2016-07-30
318,2016,09_01,2.8166,2016-08-27
318,2017,07_01,1.8623,2017-07-01
318,2017,08_01,1.1141,2017-07-29
318,2017,09_01,1.0944,2017-08-26
318,2018,07_01,2.1214,2018-06-30
318,2018,08_01,1.7528,2018-07-28
318,2018,09_01,1.2183,2018-09-01
318,2019,07_01,5.475099999999999,2019-06-29
318,2019,08_01,7.1009,2019-07-27
318,2019,09_01,7.6045,2019-08-31
318,2020,07_01,2.5753,2020-06-27
318,2020,08_01,2.7859000000000003,2020-07-18
318,2020,09_01,2.7859000000000003,2020-07-18
318,2021,07_01,1.7550999999999999,2021-06-26
318,2021,08_01,2.6277999999999997,2021-07-31
318,2021,09_01,2.5191,2021-08-28
318,2022,07_01,3.3954,2022-06-25
318,2022,08_01,3.9593000000000003,2022-07-30
318,2022,09_01,3.9905,2022-08-27
318,2023,07_01,2.1624,2023-07-01
318,2023,08_01,2.1717,2023-07-15
318,2023,09_01,2.1717,2023-07-15
318,2024,07_01,2.3868,2024-06-29
318,2024,08_01,2.723,2024-07-27
318,2024,09_01,2.9655,2024-08-31
318,2025,07_01,3.7817,2025-06-28
318,2025,08_01,3.7862999999999998,2025-07-26
318,2025,09_01,3.7939,2025-08-30
318,2026,07_01,2.1226,2026-06-07
318,2026,08_01,2.1226,2026-06-07
318,2026,09_01,2.1226,2026-06-07
319,2010,07_01,1.9792,2010-06-26
319,2010,08_01,2.1901,2010-07-31
319,2010,09_01,3.0291,2010-08-28
319,2011,07_01,2.568,2011-06-25
319,2011,08_01,2.737,2011-07-30
319,2011,09_01,2.3227,2011-08-27
319,2012,07_01,2.3251,2012-06-30
319,2012,08_01,2.446,2012-07-28
319,2012,09_01,2.0768999999999997,2012-09-01
319,2013,07_01,2.574,2013-06-29
319,2013,08_01,1.9329,2013-07-27
319,2013,09_01,1.8316,2013-08-31
319,2014,07_01,2.6014,2014-06-28
319,2014,08_01,2.4855,2014-07-26
319,2014,09_01,2.2317,2014-08-30
319,2015,07_01,2.2435,2015-06-27
319,2015,08_01,2.5143,2015-08-01
319,2015,09_01,2.6044,2015-08-29
319,2016,07_01,1.991,2016-06-25
319,2016,08_01,1.1387,2016-07-30
319,2016,09_01,0.9013,2016-08-27
319,2017,07_01,2.4469000000000003,2017-07-01
319,2017,08_01,1.64,2017-07-29
319,2017,09_01,1.4581,2017-08-26
319,2018,07_01,1.6151,2018-06-30
319,2018,08_01,2.3564,2018-07-28
319,2018,09_01,2.527,2018-09-01
319,2019,07_01,3.6228000000000002,2019-06-29
319,2019,08_01,3.3568,2019-07-20
319,2019,09_01,3.3568,2019-07-20
319,2020,07_01,2.0314,2020-06-27
319,2020,08_01,1.264,2020-08-01
319,2020,09_01,1.5743,2020-08-29
319,2021,07_01,1.8890999999999998,2021-06-26
319,2021,08_01,2.5924,2021-07-31
319,2021,09_01,2.6853000000000002,2021-08-28
319,2022,07_01,2.3091999999999997,2022-06-25
319,2022,08_01,2.9971,2022-07-30
319,2022,09_01,3.2159999999999997,2022-08-13
319,2023,07_01,2.0064,2023-07-01
319,2023,08_01,1.9487999999999999,2023-07-15
319,2023,09_01,1.9487999999999999,2023-07-15
319,2024,07_01,2.4882,2024-06-29
319,2024,08_01,2.5983,2024-07-27
319,2024,09_01,2.6098,2024-08-31
319,2025,07_01,3.531,2025-06-28
319,2025,08_01,4.0091,2025-07-26
319,2025,09_01,3.7039999999999997,2025-08-30
319,2026,07_01,1.9152999999999998,2026-06-07
319,2026,08_01,1.9152999999999998,2026-06-07
319,2026,09_01,1.9152999999999998,2026-06-07
320,2010,07_01,2.9565,2010-06-26
320,2010,08_01,2.6929,2010-07-31
320,2010,09_01,2.7207999999999997,2010-08-28
320,2011,07_01,2.6421,2011-06-25
320,2011,08_01,2.92,2011-07-30
320,2011,09_01,2.4800999999999997,2011-08-27
320,2012,07_01,2.9198,2012-06-30
320,2012,08_01,2.4981,2012-07-28
320,2012,09_01,2.0622,2012-09-01
320,2013,07_01,1.688,2013-06-29
320,2013,08_01,2.4934000000000003,2013-07-27
320,2013,09_01,2.6577,2013-08-31
320,2014,07_01,3.0528,2014-06-28
320,2014,08_01,3.3257,2014-07-26
